user_id,course_id,timestamp,engagement_score,completion_status,predicted_engagement_score,assessment_score,feedback_score,age,education_level,learning_style,preferred_topics,title,topic,difficulty,content_type,title_ar,topic_ar,difficulty_ar,content_type_ar,learning_style_ar,preferred_topics_ar
U005,C039,2023-03-25,0.9437015928202208,Completed,0.3254182806826078,56,2.6423947889530663,38,PhD,Auditory,AI,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,سمعي,الذكاء الاصطناعي
U083,C025,2023-12-04,0.9601356044054472,Not Started,0.0947389147793441,79,2.50724251109685,24,PhD,Visual,History,Course 25,AI,Beginner,Text,المقرر 25,الذكاء الاصطناعي,مبتدئ,نص,بصري,التاريخ
U123,C020,2023-09-07,0.5214596387214719,In Progress,0.9758708627835366,66,4.84,56,High School,Auditory,Data Science,Course 20,Art,Beginner,Quiz,المقرر 20,الفن,مبتدئ,اختبار قصير,سمعي,علم البيانات
U078,C002,2023-12-29,0.9773079079915036,In Progress,0.2862590353831832,93,2.52,58,PhD,Reading,History,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,قرائي,التاريخ
U154,C039,2023-01-21,0.7573102071344389,Not Started,0.4238081851735742,73,2.62,28,PhD,Auditory,Math,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,سمعي,الرياضيات
U062,C006,2023-07-15,0.1616714362369619,Completed,0.649863921702575,75,2.98,51,High School,Auditory,AI,Course 6,Data Science,Beginner,Text,المقرر 6,علم البيانات,مبتدئ,نص,سمعي,الذكاء الاصطناعي
U132,C017,2023-06-27,0.47690010646797,Not Started,0.0246972976861112,68,2.92,56,Bachelor,Visual,Music,Course 17,Data Science,Beginner,Video,المقرر 17,علم البيانات,مبتدئ,فيديو,بصري,الموسيقى
U089,C025,2023-01-07,0.718331175372004,Not Started,0.8102591305172869,69,2.95,28,Bachelor,Kinesthetic,Data Science,Course 25,AI,Beginner,Text,المقرر 25,الذكاء الاصطناعي,مبتدئ,نص,حركي,علم البيانات
U042,C028,2023-03-11,0.2473403158190833,Not Started,0.5365781900286203,76,4.18,26,Master,Auditory,Math,Course 28,Art,Intermediate,Quiz,المقرر 28,الفن,متوسط,اختبار قصير,سمعي,الرياضيات
U089,C002,2023-05-07,0.6406151835488874,In Progress,0.2782171870688221,71,3.65,28,Bachelor,Kinesthetic,Data Science,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,حركي,علم البيانات
U146,C035,2023-06-09,0.6666004790466192,Completed,0.0616079852924692,65,4.98,45,High School,Auditory,Art,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,سمعي,الفن
U040,C037,2023-09-05,0.1626997438085659,Completed,0.1624984154744414,78,3.07,42,PhD,Auditory,Data Science,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,سمعي,علم البيانات
U072,C005,2023-07-22,0.5650853124527563,Not Started,0.8950338588534369,88,3.28,38,High School,Visual,AI,Course 5,History,Advanced,Text,المقرر 5,التاريخ,متقدم,نص,بصري,الذكاء الاصطناعي
U039,C001,2023-05-28,0.7716269109786077,In Progress,0.686024223935891,65,4.96,21,Bachelor,Reading,Art,Course 1,Music,Beginner,Quiz,المقرر 1,الموسيقى,مبتدئ,اختبار قصير,قرائي,الفن
U104,C040,2023-05-23,0.4988956645359419,Not Started,0.2499017216368898,84,4.58,51,Bachelor,Auditory,Data Science,Course 40,Art,Intermediate,Quiz,المقرر 40,الفن,متوسط,اختبار قصير,سمعي,علم البيانات
U014,C012,2023-07-18,0.0121031167761074,In Progress,0.0656007649450295,83,3.67,41,High School,Reading,AI,Course 12,History,Advanced,Text,المقرر 12,التاريخ,متقدم,نص,قرائي,الذكاء الاصطناعي
U032,C036,2023-06-03,0.0090384690792921,In Progress,0.6906153123866363,84,3.89,20,Master,Kinesthetic,Data Science,Course 36,Art,Intermediate,Text,المقرر 36,الفن,متوسط,نص,حركي,علم البيانات
U179,C045,2023-05-22,0.3570293439700122,In Progress,0.5724077259677651,75,4.61,56,Master,Kinesthetic,History,Course 45,Data Science,Beginner,Quiz,المقرر 45,علم البيانات,مبتدئ,اختبار قصير,حركي,التاريخ
U125,C023,2023-11-09,0.926194068431782,In Progress,0.404519524458235,83,2.7084497856773364,26,High School,Reading,Data Science,Course 23,Math,Intermediate,Video,المقرر 23,الرياضيات,متوسط,فيديو,قرائي,علم البيانات
U166,C047,2023-06-14,0.2286767796036087,Completed,0.3636114491900638,75,3.7,25,Bachelor,Reading,Math,Course 47,Art,Intermediate,Quiz,المقرر 47,الفن,متوسط,اختبار قصير,قرائي,الرياضيات
U097,C031,2023-11-10,0.6343636888716871,In Progress,0.2168142759291083,65,3.02,56,Master,Auditory,Art,Course 31,History,Advanced,Text,المقرر 31,التاريخ,متقدم,نص,سمعي,الفن
U023,C011,2023-01-21,0.2220758706933205,In Progress,0.6696112565375176,80,4.57,50,Master,Kinesthetic,Art,Course 11,Data Science,Advanced,Video,المقرر 11,علم البيانات,متقدم,فيديو,حركي,الفن
U063,C010,2023-03-23,0.3216699896595486,Not Started,0.9706680277938704,63,3.84,27,PhD,Auditory,Art,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,سمعي,الفن
U143,C003,2023-03-10,0.848042089601484,Not Started,0.1757152458368258,93,2.88,49,Bachelor,Reading,Music,Course 3,AI,Advanced,Text,المقرر 3,الذكاء الاصطناعي,متقدم,نص,قرائي,الموسيقى
U153,C014,2023-05-11,0.7288614422699469,Completed,0.5971166200155034,87,3.76,47,High School,Visual,Music,Course 14,Data Science,Beginner,Text,المقرر 14,علم البيانات,مبتدئ,نص,بصري,الموسيقى
U145,C016,2023-03-28,0.0953992773132106,Not Started,0.4241850557459762,87,3.53,39,Bachelor,Visual,Math,Course 16,History,Intermediate,Quiz,المقرر 16,التاريخ,متوسط,اختبار قصير,بصري,الرياضيات
U194,C010,2023-08-06,0.4287020209864336,In Progress,0.4466887217446649,76,4.69,43,Bachelor,Auditory,Data Science,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,سمعي,علم البيانات
U053,C029,2023-11-01,0.0291697636452644,Not Started,0.2541472801278144,73,2.82,57,PhD,Auditory,Math,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,سمعي,الرياضيات
U104,C010,2023-12-11,0.480890146603009,Completed,0.8251348756614191,66,4.69,51,Bachelor,Auditory,Data Science,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,سمعي,علم البيانات
U104,C012,2023-12-07,0.6624340117010681,Not Started,0.4852556041472411,81,3.78,51,Bachelor,Auditory,Data Science,Course 12,History,Advanced,Text,المقرر 12,التاريخ,متقدم,نص,سمعي,علم البيانات
U179,C030,2023-06-10,0.1185026235981515,Not Started,0.5434058521982641,60,3.51,56,Master,Kinesthetic,History,Course 30,Art,Beginner,Text,المقرر 30,الفن,مبتدئ,نص,حركي,التاريخ
U039,C041,2023-06-27,0.2888849389091656,Completed,0.3047609127973257,88,2.9,21,Bachelor,Reading,Art,Course 41,AI,Beginner,Text,المقرر 41,الذكاء الاصطناعي,مبتدئ,نص,قرائي,الفن
U179,C001,2023-04-27,0.3978366255021569,Completed,0.1818084656669497,90,4.25,56,Master,Kinesthetic,History,Course 1,Music,Beginner,Quiz,المقرر 1,الموسيقى,مبتدئ,اختبار قصير,حركي,التاريخ
U198,C005,2023-07-15,0.9195310246560496,In Progress,0.0859103882028204,89,4.82,21,Master,Reading,AI,Course 5,History,Advanced,Text,المقرر 5,التاريخ,متقدم,نص,قرائي,الذكاء الاصطناعي
U134,C020,2023-11-23,0.993255015422964,Not Started,0.7141191409249159,58,4.382043243362242,21,Bachelor,Reading,Art,Course 20,Art,Beginner,Quiz,المقرر 20,الفن,مبتدئ,اختبار قصير,قرائي,الفن
U067,C008,2023-03-27,0.0449112989956158,In Progress,0.1962342816878556,83,3.0607689045528548,32,High School,Auditory,Music,Course 8,History,Advanced,Quiz,المقرر 8,التاريخ,متقدم,اختبار قصير,سمعي,الموسيقى
U135,C043,2023-10-16,0.761007923495392,Not Started,0.6900753541887977,74,3.44,47,Bachelor,Kinesthetic,AI,Course 43,Data Science,Beginner,Text,المقرر 43,علم البيانات,مبتدئ,نص,حركي,الذكاء الاصطناعي
U179,C012,2023-03-22,0.3717240664023432,Not Started,0.3903764460469539,77,3.1,56,Master,Kinesthetic,History,Course 12,History,Advanced,Text,المقرر 12,التاريخ,متقدم,نص,حركي,التاريخ
U200,C001,2023-06-01,0.39245818622948,In Progress,0.4157748009896514,94,3.89,34,Bachelor,Reading,Music,Course 1,Music,Beginner,Quiz,المقرر 1,الموسيقى,مبتدئ,اختبار قصير,قرائي,الموسيقى
U042,C020,2023-03-02,0.7542649733470227,Not Started,0.4691774960927717,65,2.842848685393102,26,Master,Auditory,Math,Course 20,Art,Beginner,Quiz,المقرر 20,الفن,مبتدئ,اختبار قصير,سمعي,الرياضيات
U192,C028,2023-03-02,0.9184264321454086,Not Started,0.3677085081275432,89,4.49,36,Bachelor,Reading,History,Course 28,Art,Intermediate,Quiz,المقرر 28,الفن,متوسط,اختبار قصير,قرائي,التاريخ
U015,C043,2023-12-20,0.9509285945025484,Not Started,0.10061997722259,93,2.51,20,PhD,Visual,Data Science,Course 43,Data Science,Beginner,Text,المقرر 43,علم البيانات,مبتدئ,نص,بصري,علم البيانات
U111,C037,2023-01-28,0.5771225860383208,Completed,0.3096318100028458,70,4.08,39,High School,Kinesthetic,Math,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,حركي,الرياضيات
U157,C047,2023-02-12,0.3571211593005028,In Progress,0.6637343606939384,86,3.99,56,Master,Reading,Data Science,Course 47,Art,Intermediate,Quiz,المقرر 47,الفن,متوسط,اختبار قصير,قرائي,علم البيانات
U033,C037,2023-06-18,0.7875490858587793,Completed,0.665784401468871,83,3.3,54,PhD,Visual,Music,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,بصري,الموسيقى
U155,C012,2023-03-27,0.2510013832623002,In Progress,0.2862243072399943,94,3.63,45,Master,Auditory,Art,Course 12,History,Advanced,Text,المقرر 12,التاريخ,متقدم,نص,سمعي,الفن
U164,C037,2023-06-26,0.5640740288335178,In Progress,0.4601026265576879,67,3.12,56,Bachelor,Visual,AI,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,بصري,الذكاء الاصطناعي
U157,C049,2023-01-17,0.3585784615248731,Not Started,0.1934472280119374,77,4.47,56,Master,Reading,Data Science,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,قرائي,علم البيانات
U038,C049,2023-04-08,0.6566310737078761,In Progress,0.2103720815298357,72,4.09,35,Master,Reading,Data Science,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,قرائي,علم البيانات
U185,C044,2023-07-17,0.2403989128935069,Completed,0.0230470884066074,83,3.83,19,High School,Visual,Art,Course 44,Music,Advanced,Video,المقرر 44,الموسيقى,متقدم,فيديو,بصري,الفن
U097,C028,2023-04-08,0.1915929457348257,Completed,0.8967465499077446,82,3.48,56,Master,Auditory,Art,Course 28,Art,Intermediate,Quiz,المقرر 28,الفن,متوسط,اختبار قصير,سمعي,الفن
U155,C047,2023-03-06,0.9182390866754372,Completed,0.2107066650749062,71,3.23,45,Master,Auditory,Art,Course 47,Art,Intermediate,Quiz,المقرر 47,الفن,متوسط,اختبار قصير,سمعي,الفن
U183,C015,2023-11-26,0.1018036829495369,In Progress,0.2275338769364633,89,4.56,34,Master,Auditory,Art,Course 15,Data Science,Beginner,Text,المقرر 15,علم البيانات,مبتدئ,نص,سمعي,الفن
U033,C006,2023-12-07,0.5059579077349317,Completed,0.2796014326451318,90,3.63,54,PhD,Visual,Music,Course 6,Data Science,Beginner,Text,المقرر 6,علم البيانات,مبتدئ,نص,بصري,الموسيقى
U196,C044,2023-01-05,0.2208527829630089,In Progress,0.127408071695429,87,3.75,23,Bachelor,Reading,AI,Course 44,Music,Advanced,Video,المقرر 44,الموسيقى,متقدم,فيديو,قرائي,الذكاء الاصطناعي
U086,C020,2023-01-02,0.0389299633256674,Completed,0.6392628831813628,81,3.8,18,High School,Auditory,Music,Course 20,Art,Beginner,Quiz,المقرر 20,الفن,مبتدئ,اختبار قصير,سمعي,الموسيقى
U066,C050,2023-01-22,0.0360188182914263,Completed,0.0751429531775865,87,3.62,48,High School,Auditory,AI,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,سمعي,الذكاء الاصطناعي
U010,C014,2023-04-22,0.1752217721058273,In Progress,0.1342024263263502,72,3.14,28,Master,Auditory,Art,Course 14,Data Science,Beginner,Text,المقرر 14,علم البيانات,مبتدئ,نص,سمعي,الفن
U005,C002,2023-02-26,0.8667703545060003,Completed,0.6447567265900929,84,2.8,38,PhD,Auditory,AI,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,سمعي,الذكاء الاصطناعي
U123,C009,2023-03-07,0.2824787439770266,Not Started,0.3396606204814427,66,2.75,56,High School,Auditory,Data Science,Course 9,History,Beginner,Quiz,المقرر 9,التاريخ,مبتدئ,اختبار قصير,سمعي,علم البيانات
U074,C037,2023-11-26,0.9504591705752956,In Progress,0.707947826701189,65,4.39,35,Master,Reading,Art,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,قرائي,الفن
U097,C020,2023-04-08,0.5816222929891935,In Progress,0.557424744670142,83,3.06,56,Master,Auditory,Art,Course 20,Art,Beginner,Quiz,المقرر 20,الفن,مبتدئ,اختبار قصير,سمعي,الفن
U118,C026,2023-05-24,0.4366141897687661,In Progress,0.256021173061513,78,2.64,20,PhD,Auditory,AI,Course 26,AI,Advanced,Text,المقرر 26,الذكاء الاصطناعي,متقدم,نص,سمعي,الذكاء الاصطناعي
U038,C029,2023-05-05,0.5800888346694546,Not Started,0.6508279504893281,78,4.49,35,Master,Reading,Data Science,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,قرائي,علم البيانات
U141,C001,2023-06-16,0.5166983852262678,In Progress,0.1162736802928806,95,2.89,53,Master,Reading,History,Course 1,Music,Beginner,Quiz,المقرر 1,الموسيقى,مبتدئ,اختبار قصير,قرائي,التاريخ
U159,C035,2023-03-27,0.7587762537573252,Completed,0.5364103830800304,68,4.06,18,High School,Reading,Music,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,قرائي,الموسيقى
U047,C006,2023-03-17,0.2824960659728522,Completed,0.4371481050450346,95,3.35,24,Master,Reading,Art,Course 6,Data Science,Beginner,Text,المقرر 6,علم البيانات,مبتدئ,نص,قرائي,الفن
U109,C037,2023-12-10,0.3530503916003024,Completed,0.2678735828174408,88,2.82,52,High School,Visual,Art,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,بصري,الفن
U180,C005,2023-10-21,0.8940943025332507,In Progress,0.6040049977395001,83,3.54,19,PhD,Auditory,Art,Course 5,History,Advanced,Text,المقرر 5,التاريخ,متقدم,نص,سمعي,الفن
U184,C033,2023-02-28,0.9464565131504056,Completed,0.8713335923402825,64,2.54,19,High School,Reading,Music,Course 33,Art,Beginner,Text,المقرر 33,الفن,مبتدئ,نص,قرائي,الموسيقى
U015,C049,2023-05-18,0.8925582274864745,In Progress,0.9989046997630768,85,4.6,20,PhD,Visual,Data Science,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,بصري,علم البيانات
U157,C014,2023-04-09,0.4194479939573136,Completed,0.6077627687434245,90,2.0946655396858307,56,Master,Reading,Data Science,Course 14,Data Science,Beginner,Text,المقرر 14,علم البيانات,مبتدئ,نص,قرائي,علم البيانات
U157,C014,2023-04-09,0.4194479939573136,Completed,0.6077627687434245,72,3.173937714332058,56,Master,Reading,Data Science,Course 14,Data Science,Beginner,Text,المقرر 14,علم البيانات,مبتدئ,نص,قرائي,علم البيانات
U157,C014,2023-04-09,0.4194479939573136,Completed,0.6077627687434245,82,4.737643178284859,56,Master,Reading,Data Science,Course 14,Data Science,Beginner,Text,المقرر 14,علم البيانات,مبتدئ,نص,قرائي,علم البيانات
U136,C012,2023-07-11,0.7803655030068817,Not Started,0.4047058743291701,73,3.78,54,Bachelor,Visual,Music,Course 12,History,Advanced,Text,المقرر 12,التاريخ,متقدم,نص,بصري,الموسيقى
U005,C042,2023-08-31,0.4763357333010988,Not Started,0.2252071002162016,88,2.85,38,PhD,Auditory,AI,Course 42,Data Science,Intermediate,Video,المقرر 42,علم البيانات,متوسط,فيديو,سمعي,الذكاء الاصطناعي
U157,C020,2023-11-15,0.4975398521461022,Not Started,0.2570960893951117,65,3.09,56,Master,Reading,Data Science,Course 20,Art,Beginner,Quiz,المقرر 20,الفن,مبتدئ,اختبار قصير,قرائي,علم البيانات
U047,C050,2023-02-18,0.2046801090572839,Not Started,0.4794549781497657,66,3.62,24,Master,Reading,Art,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,قرائي,الفن
U068,C024,2023-02-01,0.5911303032585165,In Progress,0.3672777012807092,77,2.97,25,PhD,Kinesthetic,AI,Course 24,Music,Beginner,Video,المقرر 24,الموسيقى,مبتدئ,فيديو,حركي,الذكاء الاصطناعي
U076,C043,2023-10-04,0.1861358977533479,Completed,0.9138145226249442,82,3.17,43,PhD,Reading,Math,Course 43,Data Science,Beginner,Text,المقرر 43,علم البيانات,مبتدئ,نص,قرائي,الرياضيات
U173,C034,2023-01-20,0.3315646990671937,Not Started,0.3682954676557095,60,3.84,32,PhD,Auditory,AI,Course 34,Music,Beginner,Text,المقرر 34,الموسيقى,مبتدئ,نص,سمعي,الذكاء الاصطناعي
U130,C025,2023-06-03,0.8550302016199351,In Progress,0.3734445911454355,63,4.58,30,Bachelor,Visual,Art,Course 25,AI,Beginner,Text,المقرر 25,الذكاء الاصطناعي,مبتدئ,نص,بصري,الفن
U155,C050,2023-03-09,0.2070758092108552,Not Started,0.3835345124339769,94,3.5,45,Master,Auditory,Art,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,سمعي,الفن
U095,C029,2024-01-01,0.0711582851734328,Not Started,0.8366202103676581,82,4.29,22,Bachelor,Reading,History,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,قرائي,التاريخ
U115,C039,2023-08-02,0.0690075926128163,In Progress,0.6507883208469019,86,4.69,52,High School,Visual,Data Science,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,بصري,علم البيانات
U164,C031,2023-05-23,0.940784520503108,In Progress,0.6141688503188927,71,2.382508148144636,56,Bachelor,Visual,AI,Course 31,History,Advanced,Text,المقرر 31,التاريخ,متقدم,نص,بصري,الذكاء الاصطناعي
U036,C047,2023-08-20,0.5069204379618346,Completed,0.3341430223838622,71,4.525943278355642,26,PhD,Reading,AI,Course 47,Art,Intermediate,Quiz,المقرر 47,الفن,متوسط,اختبار قصير,قرائي,الذكاء الاصطناعي
U026,C043,2023-08-01,0.4094120718170183,Completed,0.8179041768324394,85,3.04,42,Bachelor,Auditory,Math,Course 43,Data Science,Beginner,Text,المقرر 43,علم البيانات,مبتدئ,نص,سمعي,الرياضيات
U043,C050,2023-03-20,0.8108785810079184,Not Started,0.0383638613557011,67,4.52,43,PhD,Reading,Art,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,قرائي,الفن
U027,C023,2023-08-02,0.835825927910516,Not Started,0.8707971723381132,75,4.39,44,Master,Visual,AI,Course 23,Math,Intermediate,Video,المقرر 23,الرياضيات,متوسط,فيديو,بصري,الذكاء الاصطناعي
U069,C044,2023-04-26,0.3321910331156046,Completed,0.5127498997939296,62,3.39,31,Master,Auditory,AI,Course 44,Music,Advanced,Video,المقرر 44,الموسيقى,متقدم,فيديو,سمعي,الذكاء الاصطناعي
U148,C038,2023-04-02,0.6936180574737952,Completed,0.3982502348634128,91,4.97,59,Master,Visual,Music,Course 38,Data Science,Beginner,Quiz,المقرر 38,علم البيانات,مبتدئ,اختبار قصير,بصري,الموسيقى
U011,C020,2023-09-27,0.7711228158518866,In Progress,0.4971672807176857,64,3.16,41,PhD,Auditory,History,Course 20,Art,Beginner,Quiz,المقرر 20,الفن,مبتدئ,اختبار قصير,سمعي,التاريخ
U074,C023,2023-06-17,0.6546506868659545,Completed,0.6674155305338311,79,3.14,35,Master,Reading,Art,Course 23,Math,Intermediate,Video,المقرر 23,الرياضيات,متوسط,فيديو,قرائي,الفن
U104,C045,2023-02-27,0.1515950748000993,Completed,0.0127654265178973,73,4.43,51,Bachelor,Auditory,Data Science,Course 45,Data Science,Beginner,Quiz,المقرر 45,علم البيانات,مبتدئ,اختبار قصير,سمعي,علم البيانات
U038,C016,2023-10-11,0.875883083517057,Not Started,0.8715518564582477,91,3.59,35,Master,Reading,Data Science,Course 16,History,Intermediate,Quiz,المقرر 16,التاريخ,متوسط,اختبار قصير,قرائي,علم البيانات
U134,C050,2023-01-26,0.5390945527360087,Completed,0.4467395253113928,85,3.33,21,Bachelor,Reading,Art,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,قرائي,الفن
U200,C042,2023-03-07,0.2824724263700037,Not Started,0.3429665197000782,65,2.95,34,Bachelor,Reading,Music,Course 42,Data Science,Intermediate,Video,المقرر 42,علم البيانات,متوسط,فيديو,قرائي,الموسيقى
U023,C008,2023-09-05,0.4252281854376939,Completed,0.1382455656340571,95,4.41,50,Master,Kinesthetic,Art,Course 8,History,Advanced,Quiz,المقرر 8,التاريخ,متقدم,اختبار قصير,حركي,الفن
U047,C050,2023-09-11,0.0375710903989073,In Progress,0.4394653743584421,64,4.47,24,Master,Reading,Art,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,قرائي,الفن
U090,C021,2023-02-13,0.1278668012224175,Completed,0.4963227712843788,72,3.92,34,PhD,Reading,Art,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,قرائي,الفن
U046,C001,2023-04-07,0.7655467505158609,Completed,0.4036466944934778,91,4.89,45,Bachelor,Kinesthetic,Art,Course 1,Music,Beginner,Quiz,المقرر 1,الموسيقى,مبتدئ,اختبار قصير,حركي,الفن
U107,C008,2023-02-11,1.1634755366141114e-05,Completed,0.6786600938268971,97,4.923044697555406,41,PhD,Visual,Art,Course 8,History,Advanced,Quiz,المقرر 8,التاريخ,متقدم,اختبار قصير,بصري,الفن
U140,C029,2023-08-15,0.4165658284822922,Not Started,0.420896528759226,75,3.3,46,PhD,Kinesthetic,Art,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,حركي,الفن
U141,C032,2023-09-19,0.5225101810855884,In Progress,0.9614175778465732,60,3.05,53,Master,Reading,History,Course 32,Art,Beginner,Text,المقرر 32,الفن,مبتدئ,نص,قرائي,التاريخ
U104,C038,2023-06-16,0.0546344200009722,Completed,0.5992775178235918,72,4.19,51,Bachelor,Auditory,Data Science,Course 38,Data Science,Beginner,Quiz,المقرر 38,علم البيانات,مبتدئ,اختبار قصير,سمعي,علم البيانات
U190,C005,2023-10-06,0.9730781629723328,Not Started,0.807477935651909,70,4.4,50,Master,Reading,Math,Course 5,History,Advanced,Text,المقرر 5,التاريخ,متقدم,نص,قرائي,الرياضيات
U111,C047,2023-03-30,0.2261253312496719,In Progress,0.1093559031094788,67,3.06,39,High School,Kinesthetic,Math,Course 47,Art,Intermediate,Quiz,المقرر 47,الفن,متوسط,اختبار قصير,حركي,الرياضيات
U104,C022,2023-06-27,0.3041987196362808,Not Started,0.3972912929459057,84,2.69,51,Bachelor,Auditory,Data Science,Course 22,History,Advanced,Quiz,المقرر 22,التاريخ,متقدم,اختبار قصير,سمعي,علم البيانات
U060,C047,2023-07-16,0.3039425122550273,Not Started,0.3368477014471527,91,4.53,35,High School,Auditory,Art,Course 47,Art,Intermediate,Quiz,المقرر 47,الفن,متوسط,اختبار قصير,سمعي,الفن
U171,C034,2023-11-03,0.2304166621173499,In Progress,0.5694823881365918,83,4.94,59,High School,Kinesthetic,History,Course 34,Music,Beginner,Text,المقرر 34,الموسيقى,مبتدئ,نص,حركي,التاريخ
U100,C001,2023-09-24,0.0014738220863114,Completed,0.8611135200614256,87,4.11,24,Bachelor,Reading,AI,Course 1,Music,Beginner,Quiz,المقرر 1,الموسيقى,مبتدئ,اختبار قصير,قرائي,الذكاء الاصطناعي
U068,C026,2023-09-25,0.7293447940879964,Not Started,0.0783382177620066,73,3.19,25,PhD,Kinesthetic,AI,Course 26,AI,Advanced,Text,المقرر 26,الذكاء الاصطناعي,متقدم,نص,حركي,الذكاء الاصطناعي
U133,C043,2023-03-15,0.9668454997992854,Not Started,0.0725747980447107,62,4.99,49,Bachelor,Kinesthetic,Math,Course 43,Data Science,Beginner,Text,المقرر 43,علم البيانات,مبتدئ,نص,حركي,الرياضيات
U120,C010,2023-01-08,0.224293483285045,Completed,0.8503177081575989,95,4.73,22,PhD,Kinesthetic,Music,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,حركي,الموسيقى
U037,C030,2023-10-24,0.6630471918034224,Completed,0.2128500860383574,86,3.78,56,PhD,Visual,History,Course 30,Art,Beginner,Text,المقرر 30,الفن,مبتدئ,نص,بصري,التاريخ
U072,C050,2023-06-13,0.7418963269587151,In Progress,0.6687532544498137,79,4.56,38,High School,Visual,AI,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,بصري,الذكاء الاصطناعي
U127,C018,2023-03-26,0.8484253790905247,In Progress,0.5428781323608052,74,4.54,32,PhD,Reading,Data Science,Course 18,History,Advanced,Video,المقرر 18,التاريخ,متقدم,فيديو,قرائي,علم البيانات
U106,C017,2023-03-13,0.4226291970136091,In Progress,0.8328935948872295,86,4.84,40,Master,Auditory,Data Science,Course 17,Data Science,Beginner,Video,المقرر 17,علم البيانات,مبتدئ,فيديو,سمعي,علم البيانات
U092,C026,2023-02-24,0.3029309056404292,Completed,0.1250889098364035,87,4.6,52,Bachelor,Reading,Math,Course 26,AI,Advanced,Text,المقرر 26,الذكاء الاصطناعي,متقدم,نص,قرائي,الرياضيات
U031,C008,2023-02-16,0.3252951340230311,Not Started,0.1297829657226112,84,4.11,32,PhD,Auditory,Data Science,Course 8,History,Advanced,Quiz,المقرر 8,التاريخ,متقدم,اختبار قصير,سمعي,علم البيانات
U122,C047,2023-08-26,0.7126213330985128,Not Started,0.5568183602783076,92,4.02,31,Master,Reading,Art,Course 47,Art,Intermediate,Quiz,المقرر 47,الفن,متوسط,اختبار قصير,قرائي,الفن
U137,C040,2023-04-14,0.816779466505636,In Progress,0.9463786533583708,73,3.67,40,High School,Auditory,History,Course 40,Art,Intermediate,Quiz,المقرر 40,الفن,متوسط,اختبار قصير,سمعي,التاريخ
U051,C049,2023-07-29,0.1816139677566026,Completed,0.4149977583707542,67,4.07,34,Master,Kinesthetic,Art,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,حركي,الفن
U029,C012,2023-02-11,0.3709410081577652,Not Started,0.3269421002546949,73,4.49,45,Master,Visual,Art,Course 12,History,Advanced,Text,المقرر 12,التاريخ,متقدم,نص,بصري,الفن
