user_id,course_id,timestamp,engagement_score,completion_status,predicted_engagement_score,assessment_score,feedback_score,age,education_level,learning_style,preferred_topics,title,topic,difficulty,content_type
U113,C022,2023-05-18,0.9913279015642206,In Progress,0.9489162181887151,71,3.88,52,High School,Visual,History,Course 22,History,Advanced,Quiz
U140,C037,2023-02-19,0.5444823328002629,Completed,0.24599974030679517,80,3.13,46,PhD,Kinesthetic,Art,Course 37,Music,Advanced,Quiz
U047,C032,2023-09-16,0.9627683502532061,Not Started,0.5320868239380113,69,3.49,24,Master,Reading,Art,Course 32,Art,Beginner,Text
U001,C041,2023-04-17,0.07560504061675077,In Progress,0.48235620858275297,79,3.57,56,Master,Reading,History,Course 41,AI,Beginner,Text
U090,C003,2023-04-23,0.3656807482613713,In Progress,0.7028664440501013,95,4.7,34,PhD,Reading,Art,Course 3,AI,Advanced,Text
U142,C028,2023-12-16,0.22538126800676583,Not Started,0.06801023195242051,87,4.9,30,Master,Auditory,History,Course 28,Art,Intermediate,Quiz
U064,C010,2023-09-11,0.19583308413427003,Not Started,0.19378913002335485,83,4.73,53,Bachelor,Visual,AI,Course 10,Art,Intermediate,Text
U038,C035,2023-04-28,0.14080294889267608,Not Started,0.21456482009284983,64,4.3,35,Master,Reading,Data Science,Course 35,Math,Intermediate,Text
U037,C029,2023-07-17,0.6224136415659967,Not Started,0.7381507548416897,71,3.96,56,PhD,Visual,History,Course 29,History,Advanced,Quiz
U126,C015,2023-12-03,0.7813218557473051,Not Started,0.18913869632674007,94,4.22,32,PhD,Visual,Math,Course 15,Data Science,Beginner,Text
U139,C033,2023-12-31,0.5782983994203607,Completed,0.5734917638909767,61,4.85,32,Bachelor,Kinesthetic,AI,Course 33,Art,Beginner,Text
U100,C007,2023-02-20,0.14696270958820967,Completed,0.2152438205009537,68,3.12,24,Bachelor,Reading,AI,Course 7,Music,Intermediate,Text
U077,C012,2023-09-02,0.8111237699334709,In Progress,0.8616249500839784,81,3.84,42,Master,Reading,AI,Course 12,History,Advanced,Text
U003,C049,2023-02-04,0.6359547071637285,Completed,0.9421854544896385,64,4.22,32,PhD,Reading,Math,Course 49,AI,Beginner,Quiz
U161,C030,2023-10-29,0.3881657061269955,Completed,0.5184929749422404,71,4.2,30,High School,Auditory,History,Course 30,Art,Beginner,Text
U134,C021,2023-03-10,0.674130295536063,Completed,0.3523088842091783,60,3.13,21,Bachelor,Reading,Art,Course 21,AI,Beginner,Quiz
U178,C031,2023-12-15,0.25990497924283285,Not Started,0.23405777501749914,81,3.97,29,Master,Reading,Data Science,Course 31,History,Advanced,Text
U010,C024,2023-11-16,0.3451922084942105,In Progress,0.049781001523043766,72,4.000643331818404,28,Master,Auditory,Art,Course 24,Music,Beginner,Video
U005,C020,2023-02-18,0.9174858431319902,In Progress,0.2685000761974954,78,4.49,38,PhD,Auditory,AI,Course 20,Art,Beginner,Quiz
U151,C037,2023-03-15,0.2905045056714204,In Progress,0.6542357799453179,75,3.69,45,High School,Visual,Data Science,Course 37,Music,Advanced,Quiz
U138,C004,2023-07-11,0.4699882681579366,In Progress,0.5336169313092108,90,4.48,56,Master,Visual,AI,Course 4,Math,Beginner,Text
U172,C028,2023-09-18,0.8901411373960146,Completed,0.9440412782809274,62,3.4,41,High School,Auditory,AI,Course 28,Art,Intermediate,Quiz
U130,C044,2023-12-22,0.7077213502675275,Completed,0.3962772624917006,82,4.85,30,Bachelor,Visual,Art,Course 44,Music,Advanced,Video
U013,C020,2023-03-11,0.06220322616470275,Not Started,0.6938633423283945,77,3.83,57,High School,Visual,AI,Course 20,Art,Beginner,Quiz
U168,C024,2023-03-31,0.14730304427897034,In Progress,0.4893227474751214,85,3.99,26,Bachelor,Auditory,History,Course 24,Music,Beginner,Video
U130,C050,2023-09-17,0.007841590771916818,Completed,0.5125762159242117,72,2.58,30,Bachelor,Visual,Art,Course 50,Music,Intermediate,Video
U084,C049,2023-05-06,0.6309217902291634,Completed,0.2677743146041175,77,2.93,26,PhD,Reading,AI,Course 49,AI,Beginner,Quiz
U065,C032,2023-08-19,0.4476734254104183,Not Started,0.4549507768419997,62,4.08,31,PhD,Reading,Math,Course 32,Art,Beginner,Text
U063,C041,2023-10-22,0.13427485090227553,Not Started,0.47078499701270726,82,3.55,27,PhD,Auditory,Art,Course 41,AI,Beginner,Text
U101,C036,2023-05-09,0.9579341210567704,Not Started,0.7066425217489339,62,3.77,26,PhD,Kinesthetic,Art,Course 36,Art,Intermediate,Text
U073,C034,2023-10-07,0.5296597239456199,Completed,0.9406399991861139,84,2.66,33,Master,Visual,Music,Course 34,Music,Beginner,Text
U017,C036,2023-11-09,0.24189329411288918,Completed,0.3293212774825043,86,4.59,19,Bachelor,Kinesthetic,History,Course 36,Art,Intermediate,Text
U009,C002,2023-04-10,0.5006035711547075,Not Started,0.042200468581298445,86,4.46,28,Master,Kinesthetic,Math,Course 2,Math,Intermediate,Quiz
U143,C015,2023-11-22,0.6796203327351078,In Progress,0.4962951255006397,84,2.96,49,Bachelor,Reading,Music,Course 15,Data Science,Beginner,Text
U152,C034,2023-10-24,0.07623921797356448,Not Started,0.5444613321491686,83,4.09,37,PhD,Kinesthetic,Math,Course 34,Music,Beginner,Text
U038,C036,2023-07-01,0.274703815047892,Not Started,0.16844055113191525,67,4.55,35,Master,Reading,Data Science,Course 36,Art,Intermediate,Text
U163,C006,2023-06-23,0.8069654908839936,Not Started,0.7604646062760667,68,4.1,20,PhD,Reading,Art,Course 6,Data Science,Beginner,Text
U094,C039,2023-11-12,0.45966487040266124,Not Started,0.9849291084414916,89,3.28,50,PhD,Auditory,AI,Course 39,Math,Beginner,Quiz
U095,C042,2023-12-30,0.5465771420322949,Completed,0.9457747170084609,78,4.14,22,Bachelor,Reading,History,Course 42,Data Science,Intermediate,Video
U049,C012,2023-07-07,0.43281600220946925,In Progress,0.19710603882365219,75,3.03,52,Bachelor,Auditory,History,Course 12,History,Advanced,Text
U069,C003,2023-02-26,0.04389994264300512,Not Started,0.8753632399007607,83,3.3,31,Master,Auditory,AI,Course 3,AI,Advanced,Text
U062,C045,2023-01-31,0.16574977982015593,In Progress,0.7044936364116847,73,4.053179647989126,51,High School,Auditory,AI,Course 45,Data Science,Beginner,Quiz
U188,C018,2023-03-25,0.4455416387418909,In Progress,0.4538465638069116,80,3.1,54,High School,Visual,Art,Course 18,History,Advanced,Video
U178,C040,2023-06-01,0.20918546540792782,In Progress,0.540610994324729,95,3.89,29,Master,Reading,Data Science,Course 40,Art,Intermediate,Quiz
U078,C021,2023-02-05,0.04997902865967874,Not Started,0.8496001749824581,65,2.77,58,PhD,Reading,History,Course 21,AI,Beginner,Quiz
U117,C015,2023-08-01,0.8436496640518237,Completed,0.48013493963837317,64,4.83,31,PhD,Auditory,History,Course 15,Data Science,Beginner,Text
U120,C033,2023-12-30,0.9811925291641158,Not Started,0.37320736910512686,73,3.33,22,PhD,Kinesthetic,Music,Course 33,Art,Beginner,Text
U137,C035,2023-04-16,0.7931428739967394,In Progress,0.4932474930259858,63,3.05,40,High School,Auditory,History,Course 35,Math,Intermediate,Text
U162,C026,2023-12-08,0.853784921704667,In Progress,0.5791298040350491,67,3.74,58,PhD,Auditory,History,Course 26,AI,Advanced,Text
U076,C008,2023-08-08,0.24197713031704537,Completed,0.18907765377834884,50,3.855831791459086,43,PhD,Reading,Math,Course 8,History,Advanced,Quiz
U035,C036,2023-06-12,0.9606269755131998,Not Started,0.9009077302669907,80,4.6830833985443014,38,High School,Visual,Math,Course 36,Art,Intermediate,Text
U001,C048,2023-08-08,0.19692570445342839,In Progress,0.6741869488296138,83,3.19,56,Master,Reading,History,Course 48,Art,Beginner,Text
U040,C030,2023-09-27,0.9514298103618323,Completed,0.6332689173374889,82,3.0873235012207574,42,PhD,Auditory,Data Science,Course 30,Art,Beginner,Text
U064,C023,2023-04-30,0.994819293965951,In Progress,0.09949622618063814,70,3.84,53,Bachelor,Visual,AI,Course 23,Math,Intermediate,Video
U150,C042,2023-12-02,0.7117228057460487,Completed,0.6041739381725918,76,3.37,45,High School,Reading,Data Science,Course 42,Data Science,Intermediate,Video
U060,C044,2023-07-01,0.9811437317918219,Completed,0.12096066223849233,80,2.83,35,High School,Auditory,Art,Course 44,Music,Advanced,Video
U064,C014,2023-04-16,0.5695397795671037,Not Started,0.07869767519539905,85,3.16,53,Bachelor,Visual,AI,Course 14,Data Science,Beginner,Text
U093,C014,2023-08-05,0.25954178317609033,In Progress,0.5273108956423933,86,3.6,52,Master,Visual,History,Course 14,Data Science,Beginner,Text
U072,C002,2023-07-24,0.43699588566562086,Not Started,0.402785534046495,75,2.58,38,High School,Visual,AI,Course 2,Math,Intermediate,Quiz
U011,C037,2023-03-11,0.593560935378786,In Progress,0.5888102701562232,85,4.43,41,PhD,Auditory,History,Course 37,Music,Advanced,Quiz
U105,C005,2023-02-13,0.07308156202701499,Not Started,0.0892221680572386,92,4.05,50,Bachelor,Kinesthetic,Music,Course 5,History,Advanced,Text
U014,C038,2023-11-25,0.6223432646172461,In Progress,0.4309830628472584,64,4.795161990767673,41,High School,Reading,AI,Course 38,Data Science,Beginner,Quiz
U014,C038,2023-11-25,0.6223432646172461,In Progress,0.4309830628472584,88,4.831917412995562,41,High School,Reading,AI,Course 38,Data Science,Beginner,Quiz
U060,C045,2023-10-28,0.9811778367622945,Not Started,0.17478671504515797,90,4.0,35,High School,Auditory,Art,Course 45,Data Science,Beginner,Quiz
U030,C041,2023-08-16,0.19010764978372763,Completed,0.9871000859241166,65,3.87,33,PhD,Reading,Data Science,Course 41,AI,Beginner,Text
U035,C047,2023-07-03,0.7925951162883833,In Progress,0.5611502124351744,67,3.98,38,High School,Visual,Math,Course 47,Art,Intermediate,Quiz
U165,C014,2023-04-17,0.9078987937796194,In Progress,0.6874368609408673,90,1.208289624885079,23,High School,Kinesthetic,AI,Course 14,Data Science,Beginner,Text
U005,C039,2023-03-25,0.9437015928202208,Completed,0.3254182806826078,56,2.6423947889530663,38,PhD,Auditory,AI,Course 39,Math,Beginner,Quiz
U083,C025,2023-12-04,0.9601356044054472,Not Started,0.09473891477934415,79,2.50724251109685,24,PhD,Visual,History,Course 25,AI,Beginner,Text
U123,C020,2023-09-07,0.5214596387214719,In Progress,0.9758708627835366,66,4.84,56,High School,Auditory,Data Science,Course 20,Art,Beginner,Quiz
U078,C002,2023-12-29,0.9773079079915037,In Progress,0.2862590353831832,93,2.52,58,PhD,Reading,History,Course 2,Math,Intermediate,Quiz
U154,C039,2023-01-21,0.7573102071344389,Not Started,0.4238081851735742,73,2.62,28,PhD,Auditory,Math,Course 39,Math,Beginner,Quiz
U062,C006,2023-07-15,0.1616714362369619,Completed,0.649863921702575,75,2.98,51,High School,Auditory,AI,Course 6,Data Science,Beginner,Text
U132,C017,2023-06-27,0.47690010646797,Not Started,0.024697297686111286,68,2.92,56,Bachelor,Visual,Music,Course 17,Data Science,Beginner,Video
U089,C025,2023-01-07,0.718331175372004,Not Started,0.8102591305172869,69,2.95,28,Bachelor,Kinesthetic,Data Science,Course 25,AI,Beginner,Text
U042,C028,2023-03-11,0.24734031581908333,Not Started,0.5365781900286203,76,4.18,26,Master,Auditory,Math,Course 28,Art,Intermediate,Quiz
U089,C002,2023-05-07,0.6406151835488874,In Progress,0.27821718706882215,71,3.65,28,Bachelor,Kinesthetic,Data Science,Course 2,Math,Intermediate,Quiz
U146,C035,2023-06-09,0.6666004790466192,Completed,0.06160798529246925,65,4.98,45,High School,Auditory,Art,Course 35,Math,Intermediate,Text
U040,C037,2023-09-05,0.1626997438085659,Completed,0.16249841547444144,78,3.07,42,PhD,Auditory,Data Science,Course 37,Music,Advanced,Quiz
U072,C005,2023-07-22,0.5650853124527563,Not Started,0.8950338588534369,88,3.28,38,High School,Visual,AI,Course 5,History,Advanced,Text
U039,C001,2023-05-28,0.7716269109786077,In Progress,0.686024223935891,65,4.96,21,Bachelor,Reading,Art,Course 1,Music,Beginner,Quiz
U104,C040,2023-05-23,0.4988956645359419,Not Started,0.24990172163688984,84,4.58,51,Bachelor,Auditory,Data Science,Course 40,Art,Intermediate,Quiz
U014,C012,2023-07-18,0.012103116776107425,In Progress,0.06560076494502953,83,3.67,41,High School,Reading,AI,Course 12,History,Advanced,Text
U032,C036,2023-06-03,0.009038469079292177,In Progress,0.6906153123866363,84,3.89,20,Master,Kinesthetic,Data Science,Course 36,Art,Intermediate,Text
U179,C045,2023-05-22,0.3570293439700122,In Progress,0.5724077259677651,75,4.61,56,Master,Kinesthetic,History,Course 45,Data Science,Beginner,Quiz
U125,C023,2023-11-09,0.926194068431782,In Progress,0.404519524458235,83,2.7084497856773364,26,High School,Reading,Data Science,Course 23,Math,Intermediate,Video
U166,C047,2023-06-14,0.22867677960360877,Completed,0.36361144919006383,75,3.7,25,Bachelor,Reading,Math,Course 47,Art,Intermediate,Quiz
U097,C031,2023-11-10,0.6343636888716871,In Progress,0.2168142759291083,65,3.02,56,Master,Auditory,Art,Course 31,History,Advanced,Text
U023,C011,2023-01-21,0.22207587069332058,In Progress,0.6696112565375176,80,4.57,50,Master,Kinesthetic,Art,Course 11,Data Science,Advanced,Video
U063,C010,2023-03-23,0.3216699896595486,Not Started,0.9706680277938705,63,3.84,27,PhD,Auditory,Art,Course 10,Art,Intermediate,Text
U143,C003,2023-03-10,0.848042089601484,Not Started,0.17571524583682585,93,2.88,49,Bachelor,Reading,Music,Course 3,AI,Advanced,Text
U153,C014,2023-05-11,0.7288614422699469,Completed,0.5971166200155034,87,3.76,47,High School,Visual,Music,Course 14,Data Science,Beginner,Text
U145,C016,2023-03-28,0.09539927731321063,Not Started,0.4241850557459762,87,3.53,39,Bachelor,Visual,Math,Course 16,History,Intermediate,Quiz
U194,C010,2023-08-06,0.4287020209864336,In Progress,0.4466887217446649,76,4.69,43,Bachelor,Auditory,Data Science,Course 10,Art,Intermediate,Text
U053,C029,2023-11-01,0.029169763645264468,Not Started,0.2541472801278144,73,2.82,57,PhD,Auditory,Math,Course 29,History,Advanced,Quiz
U104,C010,2023-12-11,0.480890146603009,Completed,0.8251348756614191,66,4.69,51,Bachelor,Auditory,Data Science,Course 10,Art,Intermediate,Text
U104,C012,2023-12-07,0.6624340117010681,Not Started,0.4852556041472411,81,3.78,51,Bachelor,Auditory,Data Science,Course 12,History,Advanced,Text
U179,C030,2023-06-10,0.11850262359815156,Not Started,0.5434058521982641,60,3.51,56,Master,Kinesthetic,History,Course 30,Art,Beginner,Text
U039,C041,2023-06-27,0.28888493890916567,Completed,0.30476091279732576,88,2.9,21,Bachelor,Reading,Art,Course 41,AI,Beginner,Text
U179,C001,2023-04-27,0.3978366255021569,Completed,0.18180846566694975,90,4.25,56,Master,Kinesthetic,History,Course 1,Music,Beginner,Quiz
U198,C005,2023-07-15,0.9195310246560497,In Progress,0.08591038820282049,89,4.82,21,Master,Reading,AI,Course 5,History,Advanced,Text
U134,C020,2023-11-23,0.993255015422964,Not Started,0.7141191409249159,58,4.382043243362242,21,Bachelor,Reading,Art,Course 20,Art,Beginner,Quiz
U067,C008,2023-03-27,0.044911298995615856,In Progress,0.19623428168785562,83,3.0607689045528548,32,High School,Auditory,Music,Course 8,History,Advanced,Quiz
U135,C043,2023-10-16,0.761007923495392,Not Started,0.6900753541887977,74,3.44,47,Bachelor,Kinesthetic,AI,Course 43,Data Science,Beginner,Text
U179,C012,2023-03-22,0.37172406640234323,Not Started,0.3903764460469539,77,3.1,56,Master,Kinesthetic,History,Course 12,History,Advanced,Text
U200,C001,2023-06-01,0.39245818622948003,In Progress,0.41577480098965147,94,3.89,34,Bachelor,Reading,Music,Course 1,Music,Beginner,Quiz
U042,C020,2023-03-02,0.7542649733470227,Not Started,0.4691774960927717,65,2.842848685393102,26,Master,Auditory,Math,Course 20,Art,Beginner,Quiz
U192,C028,2023-03-02,0.9184264321454086,Not Started,0.3677085081275432,89,4.49,36,Bachelor,Reading,History,Course 28,Art,Intermediate,Quiz
U015,C043,2023-12-20,0.9509285945025484,Not Started,0.10061997722259008,93,2.51,20,PhD,Visual,Data Science,Course 43,Data Science,Beginner,Text
U111,C037,2023-01-28,0.5771225860383208,Completed,0.3096318100028458,70,4.08,39,High School,Kinesthetic,Math,Course 37,Music,Advanced,Quiz
U157,C047,2023-02-12,0.3571211593005028,In Progress,0.6637343606939384,86,3.99,56,Master,Reading,Data Science,Course 47,Art,Intermediate,Quiz
U033,C037,2023-06-18,0.7875490858587793,Completed,0.665784401468871,83,3.3,54,PhD,Visual,Music,Course 37,Music,Advanced,Quiz
U155,C012,2023-03-27,0.25100138326230026,In Progress,0.28622430723999437,94,3.63,45,Master,Auditory,Art,Course 12,History,Advanced,Text
U164,C037,2023-06-26,0.5640740288335178,In Progress,0.46010262655768797,67,3.12,56,Bachelor,Visual,AI,Course 37,Music,Advanced,Quiz
U157,C049,2023-01-17,0.35857846152487316,Not Started,0.19344722801193748,77,4.47,56,Master,Reading,Data Science,Course 49,AI,Beginner,Quiz
U038,C049,2023-04-08,0.6566310737078761,In Progress,0.21037208152983577,72,4.09,35,Master,Reading,Data Science,Course 49,AI,Beginner,Quiz
U185,C044,2023-07-17,0.2403989128935069,Completed,0.023047088406607408,83,3.83,19,High School,Visual,Art,Course 44,Music,Advanced,Video
U097,C028,2023-04-08,0.19159294573482577,Completed,0.8967465499077446,82,3.48,56,Master,Auditory,Art,Course 28,Art,Intermediate,Quiz
U155,C047,2023-03-06,0.9182390866754371,Completed,0.2107066650749062,71,3.23,45,Master,Auditory,Art,Course 47,Art,Intermediate,Quiz
U183,C015,2023-11-26,0.1018036829495369,In Progress,0.22753387693646332,89,4.56,34,Master,Auditory,Art,Course 15,Data Science,Beginner,Text
U033,C006,2023-12-07,0.5059579077349317,Completed,0.2796014326451318,90,3.63,54,PhD,Visual,Music,Course 6,Data Science,Beginner,Text
U196,C044,2023-01-05,0.22085278296300892,In Progress,0.127408071695429,87,3.75,23,Bachelor,Reading,AI,Course 44,Music,Advanced,Video
U086,C020,2023-01-02,0.03892996332566745,Completed,0.6392628831813628,81,3.8,18,High School,Auditory,Music,Course 20,Art,Beginner,Quiz
U066,C050,2023-01-22,0.03601881829142639,Completed,0.07514295317758657,87,3.62,48,High School,Auditory,AI,Course 50,Music,Intermediate,Video
U010,C014,2023-04-22,0.17522177210582734,In Progress,0.13420242632635027,72,3.14,28,Master,Auditory,Art,Course 14,Data Science,Beginner,Text
U005,C002,2023-02-26,0.8667703545060003,Completed,0.6447567265900929,84,2.8,38,PhD,Auditory,AI,Course 2,Math,Intermediate,Quiz
U123,C009,2023-03-07,0.28247874397702666,Not Started,0.33966062048144274,66,2.75,56,High School,Auditory,Data Science,Course 9,History,Beginner,Quiz
U074,C037,2023-11-26,0.9504591705752957,In Progress,0.707947826701189,65,4.39,35,Master,Reading,Art,Course 37,Music,Advanced,Quiz
U097,C020,2023-04-08,0.5816222929891935,In Progress,0.557424744670142,83,3.06,56,Master,Auditory,Art,Course 20,Art,Beginner,Quiz
U118,C026,2023-05-24,0.4366141897687661,In Progress,0.25602117306151306,78,2.64,20,PhD,Auditory,AI,Course 26,AI,Advanced,Text
U038,C029,2023-05-05,0.5800888346694546,Not Started,0.6508279504893281,78,4.49,35,Master,Reading,Data Science,Course 29,History,Advanced,Quiz
U141,C001,2023-06-16,0.5166983852262678,In Progress,0.11627368029288065,95,2.89,53,Master,Reading,History,Course 1,Music,Beginner,Quiz
U159,C035,2023-03-27,0.7587762537573252,Completed,0.5364103830800304,68,4.06,18,High School,Reading,Music,Course 35,Math,Intermediate,Text
U047,C006,2023-03-17,0.28249606597285226,Completed,0.43714810504503465,95,3.35,24,Master,Reading,Art,Course 6,Data Science,Beginner,Text
U109,C037,2023-12-10,0.3530503916003024,Completed,0.2678735828174408,88,2.82,52,High School,Visual,Art,Course 37,Music,Advanced,Quiz
U180,C005,2023-10-21,0.8940943025332507,In Progress,0.6040049977395001,83,3.54,19,PhD,Auditory,Art,Course 5,History,Advanced,Text
U184,C033,2023-02-28,0.9464565131504055,Completed,0.8713335923402825,64,2.54,19,High School,Reading,Music,Course 33,Art,Beginner,Text
U015,C049,2023-05-18,0.8925582274864745,In Progress,0.9989046997630767,85,4.6,20,PhD,Visual,Data Science,Course 49,AI,Beginner,Quiz
U157,C014,2023-04-09,0.4194479939573136,Completed,0.6077627687434245,90,2.0946655396858307,56,Master,Reading,Data Science,Course 14,Data Science,Beginner,Text
U157,C014,2023-04-09,0.4194479939573136,Completed,0.6077627687434245,72,3.173937714332058,56,Master,Reading,Data Science,Course 14,Data Science,Beginner,Text
U157,C014,2023-04-09,0.4194479939573136,Completed,0.6077627687434245,82,4.737643178284859,56,Master,Reading,Data Science,Course 14,Data Science,Beginner,Text
U136,C012,2023-07-11,0.7803655030068817,Not Started,0.40470587432917016,73,3.78,54,Bachelor,Visual,Music,Course 12,History,Advanced,Text
U005,C042,2023-08-31,0.4763357333010988,Not Started,0.2252071002162016,88,2.85,38,PhD,Auditory,AI,Course 42,Data Science,Intermediate,Video
U157,C020,2023-11-15,0.4975398521461022,Not Started,0.25709608939511175,65,3.09,56,Master,Reading,Data Science,Course 20,Art,Beginner,Quiz
U047,C050,2023-02-18,0.20468010905728395,Not Started,0.4794549781497657,66,3.62,24,Master,Reading,Art,Course 50,Music,Intermediate,Video
U068,C024,2023-02-01,0.5911303032585165,In Progress,0.36727770128070925,77,2.97,25,PhD,Kinesthetic,AI,Course 24,Music,Beginner,Video
U076,C043,2023-10-04,0.18613589775334793,Completed,0.9138145226249442,82,3.17,43,PhD,Reading,Math,Course 43,Data Science,Beginner,Text
U173,C034,2023-01-20,0.33156469906719377,Not Started,0.36829546765570953,60,3.84,32,PhD,Auditory,AI,Course 34,Music,Beginner,Text
U130,C025,2023-06-03,0.8550302016199351,In Progress,0.3734445911454355,63,4.58,30,Bachelor,Visual,Art,Course 25,AI,Beginner,Text
U155,C050,2023-03-09,0.20707580921085522,Not Started,0.38353451243397696,94,3.5,45,Master,Auditory,Art,Course 50,Music,Intermediate,Video
U095,C029,2024-01-01,0.07115828517343281,Not Started,0.8366202103676581,82,4.29,22,Bachelor,Reading,History,Course 29,History,Advanced,Quiz
U115,C039,2023-08-02,0.0690075926128163,In Progress,0.6507883208469019,86,4.69,52,High School,Visual,Data Science,Course 39,Math,Beginner,Quiz
U164,C031,2023-05-23,0.9407845205031079,In Progress,0.6141688503188927,71,2.3825081481446357,56,Bachelor,Visual,AI,Course 31,History,Advanced,Text
U036,C047,2023-08-20,0.5069204379618346,Completed,0.3341430223838622,71,4.525943278355642,26,PhD,Reading,AI,Course 47,Art,Intermediate,Quiz
U026,C043,2023-08-01,0.40941207181701833,Completed,0.8179041768324394,85,3.04,42,Bachelor,Auditory,Math,Course 43,Data Science,Beginner,Text
U043,C050,2023-03-20,0.8108785810079184,Not Started,0.038363861355701134,67,4.52,43,PhD,Reading,Art,Course 50,Music,Intermediate,Video
U027,C023,2023-08-02,0.835825927910516,Not Started,0.8707971723381132,75,4.39,44,Master,Visual,AI,Course 23,Math,Intermediate,Video
U069,C044,2023-04-26,0.3321910331156046,Completed,0.5127498997939296,62,3.39,31,Master,Auditory,AI,Course 44,Music,Advanced,Video
U148,C038,2023-04-02,0.6936180574737952,Completed,0.3982502348634128,91,4.97,59,Master,Visual,Music,Course 38,Data Science,Beginner,Quiz
U011,C020,2023-09-27,0.7711228158518866,In Progress,0.4971672807176857,64,3.16,41,PhD,Auditory,History,Course 20,Art,Beginner,Quiz
U074,C023,2023-06-17,0.6546506868659545,Completed,0.6674155305338311,79,3.14,35,Master,Reading,Art,Course 23,Math,Intermediate,Video
U104,C045,2023-02-27,0.15159507480009937,Completed,0.01276542651789736,73,4.43,51,Bachelor,Auditory,Data Science,Course 45,Data Science,Beginner,Quiz
U038,C016,2023-10-11,0.875883083517057,Not Started,0.8715518564582477,91,3.59,35,Master,Reading,Data Science,Course 16,History,Intermediate,Quiz
U134,C050,2023-01-26,0.5390945527360087,Completed,0.4467395253113928,85,3.33,21,Bachelor,Reading,Art,Course 50,Music,Intermediate,Video
U200,C042,2023-03-07,0.2824724263700037,Not Started,0.3429665197000782,65,2.95,34,Bachelor,Reading,Music,Course 42,Data Science,Intermediate,Video
U023,C008,2023-09-05,0.4252281854376939,Completed,0.1382455656340571,95,4.41,50,Master,Kinesthetic,Art,Course 8,History,Advanced,Quiz
U047,C050,2023-09-11,0.03757109039890738,In Progress,0.43946537435844213,64,4.47,24,Master,Reading,Art,Course 50,Music,Intermediate,Video
U090,C021,2023-02-13,0.12786680122241756,Completed,0.49632277128437885,72,3.92,34,PhD,Reading,Art,Course 21,AI,Beginner,Quiz
U046,C001,2023-04-07,0.7655467505158609,Completed,0.4036466944934778,91,4.89,45,Bachelor,Kinesthetic,Art,Course 1,Music,Beginner,Quiz
U107,C008,2023-02-11,1.1634755366141114e-05,Completed,0.6786600938268971,97,4.923044697555406,41,PhD,Visual,Art,Course 8,History,Advanced,Quiz
U140,C029,2023-08-15,0.4165658284822922,Not Started,0.420896528759226,75,3.3,46,PhD,Kinesthetic,Art,Course 29,History,Advanced,Quiz
U141,C032,2023-09-19,0.5225101810855884,In Progress,0.9614175778465733,60,3.05,53,Master,Reading,History,Course 32,Art,Beginner,Text
U104,C038,2023-06-16,0.054634420000972295,Completed,0.5992775178235918,72,4.19,51,Bachelor,Auditory,Data Science,Course 38,Data Science,Beginner,Quiz
U190,C005,2023-10-06,0.9730781629723328,Not Started,0.807477935651909,70,4.4,50,Master,Reading,Math,Course 5,History,Advanced,Text
U111,C047,2023-03-30,0.22612533124967193,In Progress,0.10935590310947885,67,3.06,39,High School,Kinesthetic,Math,Course 47,Art,Intermediate,Quiz
U104,C022,2023-06-27,0.30419871963628087,Not Started,0.3972912929459057,84,2.69,51,Bachelor,Auditory,Data Science,Course 22,History,Advanced,Quiz
U060,C047,2023-07-16,0.30394251225502733,Not Started,0.3368477014471527,91,4.53,35,High School,Auditory,Art,Course 47,Art,Intermediate,Quiz
U171,C034,2023-11-03,0.2304166621173499,In Progress,0.5694823881365918,83,4.94,59,High School,Kinesthetic,History,Course 34,Music,Beginner,Text
U100,C001,2023-09-24,0.001473822086311416,Completed,0.8611135200614256,87,4.11,24,Bachelor,Reading,AI,Course 1,Music,Beginner,Quiz
U068,C026,2023-09-25,0.7293447940879964,Not Started,0.07833821776200667,73,3.19,25,PhD,Kinesthetic,AI,Course 26,AI,Advanced,Text
U133,C043,2023-03-15,0.9668454997992854,Not Started,0.07257479804471079,62,4.99,49,Bachelor,Kinesthetic,Math,Course 43,Data Science,Beginner,Text
U120,C010,2023-01-08,0.22429348328504506,Completed,0.8503177081575989,95,4.73,22,PhD,Kinesthetic,Music,Course 10,Art,Intermediate,Text
U037,C030,2023-10-24,0.6630471918034224,Completed,0.21285008603835742,86,3.78,56,PhD,Visual,History,Course 30,Art,Beginner,Text
U072,C050,2023-06-13,0.7418963269587151,In Progress,0.6687532544498137,79,4.56,38,High School,Visual,AI,Course 50,Music,Intermediate,Video
U127,C018,2023-03-26,0.8484253790905247,In Progress,0.5428781323608052,74,4.54,32,PhD,Reading,Data Science,Course 18,History,Advanced,Video
U106,C017,2023-03-13,0.4226291970136091,In Progress,0.8328935948872295,86,4.84,40,Master,Auditory,Data Science,Course 17,Data Science,Beginner,Video
U092,C026,2023-02-24,0.30293090564042924,Completed,0.12508890983640353,87,4.6,52,Bachelor,Reading,Math,Course 26,AI,Advanced,Text
U031,C008,2023-02-16,0.3252951340230311,Not Started,0.12978296572261128,84,4.11,32,PhD,Auditory,Data Science,Course 8,History,Advanced,Quiz
U122,C047,2023-08-26,0.7126213330985128,Not Started,0.5568183602783076,92,4.02,31,Master,Reading,Art,Course 47,Art,Intermediate,Quiz
